Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,Delivery_Zone,Distance_km,Partner_Type,Fuel_Cost,Partner_Payout,Delivery_Time_min
Ice Cream & Desserts,Kellogg's Chocos Combo Pack,6000,6,0,5600,156,True,156,North,3.01,Walker,0.0,11.02,25.7
Ice Cream & Desserts,Kissan Mixed Fruit Jam ,15500,0,0,15500,500,True,500,South,3.79,Walker,0.0,12.58,31.5
Ice Cream & Desserts,Lijjat Urad Papad,6000,5,0,5700,200,True,200,South,6.06,Cycle,0.0,23.18,31.4
Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,True,200,Central,5.37,Walker,0.0,15.74,49.0
Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,True,200,East,5.73,Walker,0.0,16.46,47.1
Ice Cream & Desserts,Maggi Magic Cubes Chicken,4000,2,0,3900,40,True,40,South,1.39,Rider,1.67,16.95,4.6
Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,True,70,East,0.95,Rider,1.14,14.75,3.4
Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,True,325,West,6.31,Rider,7.57,41.55,22.5
Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,True,20,North,3.02,Cycle,0.0,14.06,18.7
Ice Cream & Desserts,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,True,500,Central,2.37,Walker,0.0,9.74,22.8
Ice Cream & Desserts,Safal Frozen Corn,4100,4,0,3900,200,True,200,East,5.21,Walker,0.0,15.42,49.6
Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,True,200,South,5.94,Rider,7.13,39.7,20.9
Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,True,600,East,6.11,Rider,7.33,40.55,21.3
Ice Cream & Desserts,Saffola Oats 100 % Natural,1500,0,0,1500,38,True,38,South,2.55,Cycle,0.0,12.65,17.7
Ice Cream & Desserts,Lijjat Moong Papad,6000,5,0,5700,200,True,200,East,6.04,Walker,0.0,17.08,48.4
Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,True,70,South,0.77,Cycle,0.0,7.31,5.2
Ice Cream & Desserts,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,True,70,West,0.82,Walker,0.0,6.64,6.9
Ice Cream & Desserts,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,True,250,South,4.55,Cycle,0.0,18.65,31.4
Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,True,240,South,0.91,Rider,1.09,14.55,3.4
Ice Cream & Desserts,Top Ramen Masala,9100,9,0,8200,560,True,560,North,2.61,Cycle,0.0,12.83,15.3
Ice Cream & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,True,575,South,4.87,Cycle,0.0,19.61,31.2
Ice Cream & Desserts,Mother's Recipe Potato Papad,3100,9,0,2800,70,True,75,North,2.69,Rider,3.23,23.45,11.2
Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,True,75,Central,1.67,Walker,0.0,8.34,14.4
Ice Cream & Desserts,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,True,500,North,2.33,Walker,0.0,9.66,21.2
Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,True,100,West,3.47,Rider,4.16,27.35,15.5
Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,True,300,North,3.59,Cycle,0.0,15.77,18.3
Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,True,65,Central,5.59,Cycle,0.0,21.77,28.1
Ice Cream & Desserts,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,True,1,West,5.38,Cycle,0.0,21.14,31.8
Ice Cream & Desserts,MTR Vegetable Upma,2500,0,0,2500,60,True,60,East,3.47,Walker,0.0,11.94,28.7
Ice Cream & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,True,950,East,6.0,Cycle,0.0,23.0,38.0
Ice Cream & Desserts,Del Monte Natural Vinegar ,5500,3,0,5300,180,True,180,North,1.24,Walker,0.0,7.48,10.5
Ice Cream & Desserts,Del Monte Eggless Mayo,13500,6,0,12600,500,True,500,North,2.16,Cycle,0.0,11.48,12.7
Ice Cream & Desserts,ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,True,320,Central,5.88,Rider,7.06,39.4,20.0
Ice Cream & Desserts,Mother's Recipe Mixed Pickle ,11500,4,0,11000,400,True,400,Central,2.96,Rider,3.55,24.8,12.1
Ice Cream & Desserts,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,True,250,South,6.88,Walker,0.0,18.76,56.6
Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,True,350,Central,3.53,Walker,0.0,12.06,28.4
Ice Cream & Desserts,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,True,280,South,5.65,Rider,6.78,38.25,17.5
Ice Cream & Desserts,Del Monte Schezwan Sauce,5500,0,0,5500,190,True,190,West,3.11,Rider,3.73,25.55,15.3
Ice Cream & Desserts,Yummiez Green Peas,13500,0,0,13500,500,True,500,North,3.26,Cycle,0.0,14.78,17.2
Ice Cream & Desserts,Yummiez Green Peas,25000,0,0,25000,1000,True,1,West,2.99,Rider,3.59,24.95,13.2
Ice Cream & Desserts,Yummiez American Sweet Corn,8500,0,0,8500,400,True,400,Central,5.17,Walker,0.0,15.34,42.1
Ice Cream & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,True,250,West,4.06,Rider,4.87,30.3,13.1
Ice Cream & Desserts,Del Monte Pitted Green Olives,25000,0,0,25000,450,True,450,West,6.63,Walker,0.0,18.26,59.8
Chocolates & Candies,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,False,70,West,2.13,Walker,0.0,9.26,19.0
Chocolates & Candies,iD Idli & Dosa Batter ,8000,15,6,6800,1000,False,1,Central,1.15,Cycle,0.0,8.45,7.9
Chocolates & Candies,iD Malabar Parota ,8000,10,4,7200,400,False,400,West,3.06,Cycle,0.0,14.18,21.1
Chocolates & Candies,iD Wheat Lachha Paratha,8000,12,6,7000,400,False,400,South,4.51,Cycle,0.0,18.53,29.6
Chocolates & Candies,McCain Aloo Tikki,11000,4,6,10500,400,False,400,Central,6.1,Cycle,0.0,23.3,37.8
Chocolates & Candies,McCain Smiles Cripsy Happy Potatoes,12000,5,6,11400,415,False,415,West,2.75,Rider,3.3,23.75,10.8
Chocolates & Candies,McCain Veggie Burger Patty,11500,3,6,11100,360,False,360,Central,4.75,Cycle,0.0,19.25,27.1
Chocolates & Candies,McCain Veggie Fingers,11700,5,6,11100,400,False,400,East,2.78,Rider,3.34,23.9,13.6
Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,False,100,South,4.51,Cycle,0.0,18.53,28.0
Chocolates & Candies,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3500,2,2,3400,85,False,85,West,6.25,Cycle,0.0,23.75,38.5
Chocolates & Candies,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,12500,5,1,11800,420,False,420,East,2.0,Walker,0.0,9.0,16.9
Chocolates & Candies,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,False,60,East,3.13,Rider,3.76,25.65,9.7
Chocolates & Candies,Veeba Eggless Mayonnaise,7900,11,5,7000,250,False,250,Central,6.96,Walker,0.0,18.92,68.8
Chocolates & Candies,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,False,60,East,6.15,Cycle,0.0,23.45,34.6
Chocolates & Candies,Veeba Pasta And Pizza Sauce,7500,13,5,6500,280,False,280,South,4.17,Rider,5.0,30.85,16.2
Chocolates & Candies,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,False,70,South,3.86,Cycle,0.0,16.58,20.2
Chocolates & Candies,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,False,38,North,2.35,Walker,0.0,9.7,22.7
Chocolates & Candies,Unibic Almond & Oats Protein Bar,4000,17,4,3300,30,False,30,South,3.86,Rider,4.63,29.3,11.8
Chocolates & Candies,Quaker Oats,7900,0,2,7900,400,False,400,East,6.01,Walker,0.0,17.02,58.1
Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,False,500,South,4.95,Cycle,0.0,19.85,26.1
Chocolates & Candies,McCain French Fries,12000,5,1,11400,420,False,420,Central,2.39,Cycle,0.0,12.17,16.2
Chocolates & Candies,Ching's Secret Manchow Instant Soup,1000,0,1,1000,15,False,15,North,1.81,Cycle,0.0,10.43,11.7
Chocolates & Candies,McCain Potato Cheese Shotz,13000,4,6,12400,250,False,250,East,2.22,Rider,2.66,21.1,7.4
Chocolates & Candies,McCain Masala - Fries,12000,5,3,11400,375,False,375,North,1.6,Walker,0.0,8.2,14.6
Chocolates & Candies,Ching's Secret Schezwan Fried Rice Masala,1500,0,6,1500,20,False,20,East,1.12,Walker,0.0,7.24,9.7
Chocolates & Candies,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,False,240,Central,3.22,Cycle,0.0,14.66,17.2
Chocolates & Candies,McCain Chilli Cheesy Nuggets,13000,4,1,12400,250,False,250,North,1.24,Walker,0.0,7.48,12.1
Chocolates & Candies,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",43000,10,6,38700,1200,False,1,West,1.62,Rider,1.94,18.1,6.2
Chocolates & Candies,Chings Instant Soup - Hot & Sour,1000,0,1,1000,15,False,15,East,4.06,Cycle,0.0,17.18,23.5
Chocolates & Candies,Amul Spray Infant Milk Food,19700,2,6,19300,500,False,500,West,1.57,Cycle,0.0,9.71,8.4
Chocolates & Candies,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,False,375,North,0.92,Cycle,0.0,7.76,5.3
Chocolates & Candies,McCain French Fries Crisp & Delicious,17500,4,3,16700,750,False,750,West,2.56,Rider,3.07,22.8,12.1
Chocolates & Candies,Ferrero Nutella Hazelnut Spread,22000,5,2,20700,180,False,180,West,1.93,Cycle,0.0,10.79,11.1
Chocolates & Candies,Lijjat Garlic Papad,6000,5,5,5700,200,False,200,North,3.85,Cycle,0.0,16.55,26.6
Chocolates & Candies,Switz Samosa Dough Sheets,9000,4,6,8600,50,False,50,Central,1.17,Cycle,0.0,8.51,8.1
Chocolates & Candies,Amul Cheese Spread Creamy,8500,5,6,8000,180,False,180,West,5.39,Cycle,0.0,21.17,28.5
Chocolates & Candies,Maggi Imli Sauce Pichkoo,2200,0,6,2200,90,False,90,West,6.39,Walker,0.0,17.78,53.4
Chocolates & Candies,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,38500,9,5,34700,1100,False,1100,Central,5.33,Cycle,0.0,20.99,35.8
Chocolates & Candies,Chings Instant Soup - Sweet Corn Veg,1000,0,2,1000,15,False,15,West,3.96,Rider,4.75,29.8,15.0
Chocolates & Candies,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3500,5,2,3300,85,False,85,West,6.09,Cycle,0.0,23.27,30.5
Chocolates & Candies,McCain Crazy Fries Masala MixHot 'n' Tangy,12000,5,6,11400,400,False,400,West,5.02,Cycle,0.0,20.06,27.8
Chocolates & Candies,The Whole Truth Double Cocoa Protein Bar No Sugar,10000,10,6,9000,52,False,52,South,0.57,Walker,0.0,6.14,5.2
Chocolates & Candies,Amul Happy Treats French Fries,6800,4,1,6500,425,False,425,Central,3.06,Cycle,0.0,14.18,20.2
Chocolates & Candies,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,False,350,West,6.03,Walker,0.0,17.06,49.8
Chocolates & Candies,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,False,300,Central,2.75,Rider,3.3,23.75,8.9
Chocolates & Candies,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,False,20,East,0.73,Walker,0.0,6.46,7.2
Chocolates & Candies,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,False,50,East,5.35,Cycle,0.0,21.05,34.8
Chocolates & Candies,Quaker Oats,19900,7,6,18400,1000,False,1,West,5.71,Rider,6.85,38.55,23.9
Chocolates & Candies,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,False,27,Central,1.54,Cycle,0.0,9.62,10.1
Chocolates & Candies,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,False,20,Central,3.99,Walker,0.0,12.98,35.3
Chocolates & Candies,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,False,30,Central,1.75,Rider,2.1,18.75,7.9
Chocolates & Candies,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,False,15,South,5.18,Rider,6.22,35.9,19.4
Chocolates & Candies,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,East,2.27,Walker,0.0,9.54,19.3
Chocolates & Candies,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,Central,2.56,Walker,0.0,10.12,24.2
Chocolates & Candies,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,Central,5.99,Rider,7.19,39.95,23.0
Chocolates & Candies,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,False,750,South,3.6,Rider,4.32,28.0,17.9
Chocolates & Candies,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,False,170,South,4.85,Walker,0.0,14.7,42.2
Chocolates & Candies,Ching's Red Chilli Sauce,5500,0,6,5500,200,False,200,Central,3.12,Cycle,0.0,14.36,21.4
Chocolates & Candies,Amul Lite Spread,4000,2,5,3900,100,False,100,North,2.44,Rider,2.93,22.2,11.9
Chocolates & Candies,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,False,500,Central,4.57,Walker,0.0,14.14,38.8
Chocolates & Candies,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,False,27,Central,1.51,Cycle,0.0,9.53,10.0
Chocolates & Candies,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,False,27,South,2.92,Rider,3.5,24.6,11.3
Chocolates & Candies,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,False,500,South,1.86,Rider,2.23,19.3,9.0
Chocolates & Candies,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,False,540,Central,5.02,Walker,0.0,15.04,44.7
Chocolates & Candies,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,Central,6.64,Cycle,0.0,24.92,43.1
Chocolates & Candies,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,Central,6.97,Rider,8.36,44.85,27.4
Chocolates & Candies,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,False,275,South,3.43,Cycle,0.0,15.29,18.7
Chocolates & Candies,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,Central,2.14,Cycle,0.0,11.42,11.6
Chocolates & Candies,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,Central,3.38,Rider,4.06,26.9,13.0
Chocolates & Candies,MTR 3 Min Poha,2500,0,6,2500,60,False,60,West,6.01,Cycle,0.0,23.03,39.1
Chocolates & Candies,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,North,1.84,Rider,2.21,19.2,7.7
Chocolates & Candies,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,5500,25,6,4100,27,False,27,East,6.69,Cycle,0.0,25.07,42.7
Chocolates & Candies,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,False,300,North,2.72,Rider,3.26,23.6,9.7
Chocolates & Candies,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,West,6.91,Walker,0.0,18.82,61.9
Chocolates & Candies,Lijjat Udad Mini Papad,6000,6,6,5600,200,False,200,East,5.95,Rider,7.14,39.75,18.4
Chocolates & Candies,McCain Herb & Garlic Crazy Fries Masala Mix ,12000,5,5,11400,400,False,400,Central,5.76,Rider,6.91,38.8,26.7
Chocolates & Candies,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,False,38,West,2.57,Rider,3.08,22.85,12.8
Chocolates & Candies,"Ching's Secret Sauce, Green Chilli",5500,0,5,5500,190,False,190,Central,0.56,Cycle,0.0,6.68,3.3
Chocolates & Candies,Veeba Pizza Topping,7500,6,4,7000,280,False,280,South,2.98,Walker,0.0,10.96,23.9
Chocolates & Candies,Switz Paratha Puff,11000,4,6,10500,400,False,400,West,2.46,Cycle,0.0,12.38,13.1
Chocolates & Candies,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",32500,6,6,30500,500,False,500,South,0.74,Cycle,0.0,7.22,4.7
Chocolates & Candies,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,False,27,West,3.78,Rider,4.54,28.9,16.0
Chocolates & Candies,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,False,65,West,3.12,Cycle,0.0,14.36,20.5
Chocolates & Candies,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,False,130,South,4.62,Rider,5.54,33.1,16.2
Chocolates & Candies,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,False,500,East,4.54,Walker,0.0,14.08,43.3
Chocolates & Candies,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,False,325,North,1.28,Cycle,0.0,8.84,8.2
Chocolates & Candies,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,Central,6.85,Cycle,0.0,25.55,38.7
Chocolates & Candies,Go Cheese  Spread Plain,9900,5,6,9400,200,False,200,West,1.72,Cycle,0.0,10.16,10.5
Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,False,300,Central,3.39,Rider,4.07,26.95,11.2
Chocolates & Candies,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,South,3.67,Rider,4.4,28.35,14.3
Chocolates & Candies,Prasuma Vegetable Momos,27000,0,5,27000,24,False,24,Central,5.78,Cycle,0.0,22.34,39.1
Chocolates & Candies,MTR Upma,5000,10,6,4500,160,False,160,South,1.14,Cycle,0.0,8.42,6.7
Chocolates & Candies,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,Central,3.29,Walker,0.0,11.58,31.8
Chocolates & Candies,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,False,52,North,4.59,Walker,0.0,14.18,42.1
Chocolates & Candies,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,False,46,North,1.9,Walker,0.0,8.8,15.9
Chocolates & Candies,Veeba English Mustard,7400,6,2,6900,300,False,300,North,4.58,Walker,0.0,14.16,42.0
Chocolates & Candies,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,North,6.5,Walker,0.0,18.0,58.6
Chocolates & Candies,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,False,400,North,6.98,Rider,8.38,44.9,26.5
Chocolates & Candies,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,False,27,North,0.71,Walker,0.0,6.42,5.8
Chocolates & Candies,ITC Master Chef Crispy Chicken Fries ,17000,4,3,16200,280,False,280,South,2.03,Walker,0.0,9.06,17.9
Chocolates & Candies,Kelloggs Corn Flakes,9900,13,6,8600,250,False,250,West,2.52,Cycle,0.0,12.56,13.0
Chocolates & Candies,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,False,70,Central,3.09,Rider,3.71,25.45,9.9
Chocolates & Candies,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,False,46,North,2.07,Walker,0.0,9.14,18.3
Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,False,65,South,1.82,Walker,0.0,8.64,15.7
Chocolates & Candies,Mothers Recipe Tamrind Date Chutney ,5500,9,2,5000,200,False,200,South,6.7,Walker,0.0,18.4,66.0
Chocolates & Candies,Veeba Mint Mayonnaise,16900,8,4,15500,300,False,300,South,6.47,Cycle,0.0,24.41,37.2
Chocolates & Candies,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,False,415,West,0.81,Cycle,0.0,7.43,5.3
Chocolates & Candies,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,False,40,Central,2.7,Cycle,0.0,13.1,16.4
Chocolates & Candies,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,False,400,West,3.13,Walker,0.0,11.26,29.4
Chocolates & Candies,Prasuma Vegetable Momos,15000,0,5,15000,580,False,10,East,2.05,Cycle,0.0,11.15,11.3
Chocolates & Candies,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,False,300,South,4.59,Walker,0.0,14.18,45.4
Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,False,65,East,4.66,Rider,5.59,33.3,18.9
Chocolates & Candies,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,False,52,North,6.03,Walker,0.0,17.06,58.3
Chocolates & Candies,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,False,400,North,5.32,Cycle,0.0,20.96,30.5
Chocolates & Candies,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,False,405,West,4.03,Rider,4.84,30.15,12.9
Chocolates & Candies,Veeba Sweet Onion Sauce,14100,14,4,12100,350,False,350,Central,4.75,Walker,0.0,14.5,44.4
Chocolates & Candies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,False,200,East,2.28,Rider,2.74,21.4,6.9
Chocolates & Candies,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,False,200,Central,4.35,Rider,5.22,31.75,17.2
Chocolates & Candies,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,False,60,West,3.68,Rider,4.42,28.4,12.5
Chocolates & Candies,Bambino Popular Vermicelli ,4000,2,3,3900,400,False,400,North,1.37,Walker,0.0,7.74,12.7
Chocolates & Candies,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,False,15,Central,2.08,Cycle,0.0,11.24,14.5
Chocolates & Candies,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,False,400,Central,2.4,Walker,0.0,9.8,21.4
Chocolates & Candies,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,False,500,North,6.51,Cycle,0.0,24.53,43.2
Chocolates & Candies,Veeba Salsa Dip,11900,6,6,11100,360,False,360,East,2.0,Walker,0.0,9.0,18.0
Chocolates & Candies,Veeba Thousand Island Dressing,14900,8,6,13700,300,False,300,North,2.38,Walker,0.0,9.76,21.4
Chocolates & Candies,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,False,200,Central,2.9,Walker,0.0,10.8,28.6
Chocolates & Candies,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,False,43,East,4.81,Cycle,0.0,19.43,32.6
Chocolates & Candies,Go Cheese Spread - Garlic,9900,5,6,9400,200,False,200,East,1.27,Walker,0.0,7.54,12.2
Chocolates & Candies,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,False,325,North,6.7,Rider,8.04,43.5,24.1
Chocolates & Candies,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,False,250,Central,6.13,Walker,0.0,17.26,55.7
Chocolates & Candies,Kissan Pineapple Jam,16500,9,1,14900,500,False,500,West,4.25,Rider,5.1,31.25,14.7
Chocolates & Candies,Smith & Jones Masala Noodles,8900,0,5,8900,480,False,480,Central,4.88,Cycle,0.0,19.64,28.7
Chocolates & Candies,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,False,400,South,0.61,Cycle,0.0,6.83,3.6
Chocolates & Candies,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,False,280,West,2.7,Walker,0.0,10.4,26.1
Chocolates & Candies,McCain Super Wedges,12000,7,6,11100,400,False,400,East,5.67,Walker,0.0,16.34,55.5
Chocolates & Candies,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,False,450,West,1.0,Walker,0.0,7.0,8.8
Chocolates & Candies,Kellogg's Chocos,13000,10,6,11700,250,False,250,East,2.34,Rider,2.81,21.7,7.1
Chocolates & Candies,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,False,150,East,4.3,Cycle,0.0,17.9,28.9
Chocolates & Candies,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,False,40,West,2.17,Rider,2.6,20.85,7.3
Chocolates & Candies,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,False,500,East,6.57,Rider,7.88,42.85,27.9
Chocolates & Candies,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,False,320,East,1.35,Walker,0.0,7.7,10.9
Chocolates & Candies,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,False,46,South,5.68,Walker,0.0,16.36,50.0
Chocolates & Candies,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,False,180,Central,3.8,Rider,4.56,29.0,18.9
Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,False,1,Central,5.38,Rider,6.46,36.9,17.2
Chocolates & Candies,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,False,450,South,2.52,Walker,0.0,10.04,22.3
Chocolates & Candies,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,False,180,West,3.84,Walker,0.0,12.68,33.1
Chocolates & Candies,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,False,60,North,6.07,Rider,7.28,40.35,29.2
Chocolates & Candies,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,False,500,North,3.53,Walker,0.0,12.06,34.4
Chocolates & Candies,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,False,250,North,2.84,Walker,0.0,10.68,24.1
Chocolates & Candies,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,False,180,South,3.99,Rider,4.79,29.95,12.6
Chocolates & Candies,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,False,1,South,5.16,Rider,6.19,35.8,22.0
Chocolates & Candies,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,False,15,East,3.38,Cycle,0.0,15.14,19.2
Chocolates & Candies,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,False,1,North,6.6,Rider,7.92,43.0,28.7
Chocolates & Candies,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,False,500,West,2.42,Walker,0.0,9.84,19.5
Chocolates & Candies,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,False,240,West,3.59,Rider,4.31,27.95,11.7
Chocolates & Candies,Kellogg's Original Corn Flakes,31000,6,6,29000,875,False,875,North,5.42,Rider,6.5,37.1,23.7
Chocolates & Candies,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,False,240,North,4.98,Rider,5.98,34.9,17.1
